ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input W,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input watts,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ25VKRW / CU-RZ25VKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.57,2.48,2.5,,3.43081312410842,2.405,0.701,,0.64,3.0,Calorimeter Room,4.3569,4.5987,True,0.0,,3.95,3.95,0.0,0.0,,,,4.2539944211649,4.50299446013182,,,4.008,4.506,4.0,4.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118413,2024-01-21,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.3569,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.5.png,AAC3640,,Variable output compressor,Inverter,,,,0.57,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2856,4.5917
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ42VKRW / CU-RZ42VKR,,,Panasonic,0.55,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,1.18,3.65,4.2,,2.96170583115753,3.403,1.149,,1.36,5.1,Calorimeter Room,3.547,3.6029,True,0.0,,3.99,3.99,0.0,0.0,,,,3.50546496782348,3.56756405706879,,,2.5109,2.6351,2.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118416,2024-01-23,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.547,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,AAC3652,,Variable output compressor,Inverter,,,,1.18,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5191,3.7132
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ71VKRW / CU-RZ71VKR,,,Panasonic,1.31,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,2.19,5.79,7.1,,2.78007346189164,6.055,2.178,,2.06,7.5,Calorimeter Room,3.2385,3.5254,True,55.7,,3.525,3.525,4.0460593654043,4.90154211150652,,,,3.22030897520857,3.5049998434401,,,1.9406,2.51,1.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118418,2024-01-25,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.2385,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png,AAC3657,,Variable output compressor,Inverter,,,,2.19,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2245,3.6198
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CU-2Z52VBR / CS-RZ25VKRW,,,Panasonic,0.02,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.35,5.18,5.2,,0.0,0.0,0.0,,1.43,6.1,Calorimeter Room,3.8261,4.0688,True,0.0,,6.187,6.0405,0.0,0.0,,,,3.76673924911013,4.01243368827659,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118444,2024-01-30,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,3.8261,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3686,,Variable output compressor,Inverter,,,,1.35,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7931,4.2057
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CS-MRZ16VKR,,,Panasonic,0.03,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.12,5.37,5.4,,0.0,0.0,0.0,,1.54,7.0,Calorimeter Room,4.5835,4.3237,True,0.0,,5.7153,5.6294,0.0,0.0,,,,4.50697326836216,4.27248478752109,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118445,2024-01-29,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,4.5835,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3680,,Variable output compressor,Inverter,,,,1.12,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7397,4.49
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CS-MRZ20VKR,,,Panasonic,0.03,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.12,5.37,5.4,,0.0,0.0,0.0,,1.54,7.0,Calorimeter Room,4.5835,4.3237,True,0.0,,5.7153,5.6294,0.0,0.0,,,,4.50697326836216,4.27248478752109,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118445,2024-01-29,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,4.5835,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3680,,Variable output compressor,Inverter,,,,1.12,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7397,4.49
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CU-3Z54VBR,,,Panasonic,0.03,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.12,5.37,5.4,,0.0,0.0,0.0,,1.54,7.0,Calorimeter Room,4.5835,4.3237,True,0.0,,5.7153,5.6294,0.0,0.0,,,,4.50697326836216,4.27248478752109,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118445,2024-01-29,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,4.5835,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3680,,Variable output compressor,Inverter,,,,1.12,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7397,4.49
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CU-4Z71VBR,,,Panasonic,0.01,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.66,7.09,7.1,,0.0,0.0,0.0,,1.95,8.5,Calorimeter Room,4.0744,4.2986,True,0.0,,5.7153,5.6294,0.0,0.0,,,,4.02807072090528,4.2570546117384,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118446,2024-01-29,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,4.0744,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3679,,Variable output compressor,Inverter,,,,1.66,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2279,4.3169
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CU-4Z80VBR / CS-MRZ20VKR,,,Panasonic,0.04,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.98,7.96,8.0,,0.0,0.0,0.0,,2.03,9.4,Calorimeter Room,3.8527,4.5685,True,0.0,,6.4894,6.3888,0.0,0.0,,,,3.81050441012191,4.52122305672806,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118447,2024-01-30,,Approved,Reverse Cycle,,Class 9,False,,True,,,,CZ-CAP2,3.8527,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3687,,Variable output compressor,Inverter,,,,1.98,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9961,4.5818
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,CU-5Z100VBR,,,Panasonic,0.02,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,2.6,9.98,10.0,,0.0,0.0,0.0,,2.76,12.0,Calorimeter Room,3.7903,4.2962,True,0.0,,6.4894,6.3888,0.0,0.0,,,,3.75872767723929,4.26334169123247,,,,,,,Calorimeter Room,Single,R32,"Australia,New Zealand",118448,2024-01-29,,Approved,Reverse Cycle,,Class 10,False,,True,,,,CZ-CAP2,3.7903,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,,AAC3678,,Variable output compressor,Inverter,,,,2.6,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.814,4.3141
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ35VKRW / CU-RZ35VKR,,,Panasonic,0.07,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.8,3.43,3.5,,3.21881390593047,3.148,0.978,,0.8,3.7,Calorimeter Room,4.329,4.5817,True,0.0,,3.847,3.847,0.0,0.0,,,,4.25788599550702,4.50631279993088,,,4.0158,4.5126,4.0,4.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118450,2024-01-23,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.329,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.5.png,AAC3651,,Variable output compressor,Inverter,,,,0.8,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.305,4.551
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z25VKR / CU-Z25VKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.5,2.48,2.5,,3.19216757741348,3.505,1.098,,0.62,3.2,Calorimeter Room,4.888,5.1163,True,0.0,,3.847,3.847,0.0,0.0,,,,4.76187774013822,5.00810679156842,,,5.0238,5.5162,5.0,5.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118451,2024-01-23,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.888,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.5.png,AAC3650,,Variable output compressor,Inverter,,,,0.5,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8733,5.0553
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z35VKR / CU-Z35VKR,,,Panasonic,0.07,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.8,3.43,3.5,,2.90126206384558,3.908,1.347,,0.94,4.3,Calorimeter Room,4.3243,4.5717,True,0.0,,3.847,3.847,0.0,0.0,,,,4.25314915948532,4.50705887901154,,,4.0063,4.5141,4.0,4.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118452,2024-01-30,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.3243,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.5.png,AAC3681,,Variable output compressor,Inverter,,,,0.8,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.305,4.5121
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z80VKR / CU-Z80VKR,,,Panasonic,1.86,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,2.32,6.14,8.0,,2.96001599360256,7.403,2.501,,2.41,9.0,Calorimeter Room,3.2961,3.6172,True,55.28,,3.46,3.46,4.23969319271333,4.46702317290552,,,,3.27967589969453,3.59954145714102,,,2.0594,2.6991,2.0,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118454,2024-01-29,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.2961,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png,AAC3677,,Variable output compressor,Inverter,,,,2.32,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.431,3.7164
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ80VKR / CU-RZ80VKR,,,Panasonic,1.86,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,2.48,6.14,8.0,,2.77349307375515,7.408,2.671,,2.66,9.0,Calorimeter Room,3.2395,3.2724,True,55.44,,3.46,3.46,4.26032660902978,4.42300884955752,,,,3.22365545971835,3.25797759472847,,,1.9473,2.016,1.5,2.0,Calorimeter Room,Single,R32,"Australia,New Zealand",118455,2024-01-30,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.2395,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.png,AAC3682,,Variable output compressor,Inverter,,,,2.48,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2107,3.3686
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH12QC-K3DNB2D/O / GWH12QC-K3DNB2D/I,GWH12QC-K3DNB2D/O / GWH12QC-K3DN**D/I,,GREE,0.66,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.89,2.74,3.4,,0.0,0.0,0.0,,1.04,4.0,Calorimeter Room,3.8389,3.8397,True,0.0,,4.19,4.19,0.0,0.0,,,,3.77695254081856,3.78567193241805,,,3.0539,3.0713,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118462,2024-01-09,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.8389,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC3563,,Variable output compressor,Inverter,,,,0.89,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7604,3.7945
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH12QC-K3DNB2D/O / GWH12QC-K3DNC6D/I,GWH12QC-K3DNB2D/O / GWH12QC-K3DN**D/I,,GREE,0.66,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.89,2.74,3.4,,0.0,0.0,0.0,,1.04,4.0,Calorimeter Room,3.8389,3.8397,True,0.0,,4.19,4.19,0.0,0.0,,,,3.77695254081856,3.78567193241805,,,3.0539,3.0713,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118462,2024-01-09,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.8389,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC3563,,Variable output compressor,Inverter,,,,0.89,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7604,3.7945
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH12QC-K3DNB2D/O / GWH12QC-K3DN**D/I,GWH12QC-K3DNB2D/O / GWH12QC-K3DN**D/I,,GREE,0.66,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.89,2.74,3.4,,0.0,0.0,0.0,,1.04,4.0,Calorimeter Room,3.8389,3.8397,True,0.0,,4.19,4.19,0.0,0.0,,,,3.77695254081856,3.78567193241805,,,3.0539,3.0713,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118462,2024-01-09,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.8389,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC3563,,Variable output compressor,Inverter,,,,0.89,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7604,3.7945
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09QC-K3DNB2A/O / GWH09QC-K3DN**A/I,GWH09QC-K3DNB2A/O / GWH09QC-K3DN**A/I,,GREE,0.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.57,2.42,2.5,,0.0,0.0,0.0,,0.72,3.0,Calorimeter Room,4.3529,4.1231,True,0.0,,3.98,3.98,0.0,0.0,,,,4.25393488977304,4.04606883119551,,,4.0079,3.5921,4.0,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118463,2024-01-10,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.3529,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_3.5.png,AAC3568,,Variable output compressor,Inverter,,,,0.57,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2848,4.0902
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09QC-K3DNB2A/O / GWH09QC-K3DNB2A/I,GWH09QC-K3DNB2A/O / GWH09QC-K3DN**A/I,,GREE,0.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.57,2.42,2.5,,0.0,0.0,0.0,,0.72,3.0,Calorimeter Room,4.3529,4.1231,True,0.0,,3.98,3.98,0.0,0.0,,,,4.25393488977304,4.04606883119551,,,4.0079,3.5921,4.0,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118463,2024-01-10,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.3529,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_3.5.png,AAC3568,,Variable output compressor,Inverter,,,,0.57,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2848,4.0902
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09QC-K3DNB2A/O / GWH09QC-K3DNC6A/I,GWH09QC-K3DNB2A/O / GWH09QC-K3DN**A/I,,GREE,0.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.57,2.42,2.5,,0.0,0.0,0.0,,0.72,3.0,Calorimeter Room,4.3529,4.1231,True,0.0,,3.98,3.98,0.0,0.0,,,,4.25393488977304,4.04606883119551,,,4.0079,3.5921,4.0,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",118463,2024-01-10,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.3529,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_3.5.png,AAC3568,,Variable output compressor,Inverter,,,,0.57,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2848,4.0902
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,AURMI26I/AURMI26O,,,MIDEA,0.211,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,2.289,2.5,200.0,0.0,0.0,0.0,300.0,0.67,3.2,Calorimeter Room,4.8471,4.7794,True,0.0,,1.0,1.0,0.0,0.0,,,,4.81716021816318,4.75547910673508,,,5.1343,5.011,5.0,5.0,Calorimeter Room,Single,R32,"Australia,New Zealand",118465,2024-01-08,,Approved,Reverse Cycle,810.0,Class 3,True,True,,True,True,True,,4.8471,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,AAC3557,,Variable output compressor,Inverter,,,,0.52,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7766,4.7521
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,AURMI26O1/AURMI26I1,,,MIDEA,0.298,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.59,2.252,2.55,200.0,0.0,0.0,0.0,300.0,0.67,2.7,Calorimeter Room,4.5151,4.0883,True,0.0,,1.0,1.0,0.0,0.0,,,,4.48963929393707,4.06774107063064,,,4.4793,3.6355,4.0,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",118466,2024-01-09,,Approved,Reverse Cycle,810.0,Class 3,True,True,,True,True,True,,4.5151,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_3.5.png,AAC3562,,Variable output compressor,Inverter,,,,0.59,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2974,4.0096
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,AURMI35I/AURMI35O,,,MIDEA,0.33,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.17,3.5,200.0,0.0,0.0,0.0,300.0,0.93,4.0,Calorimeter Room,4.2847,4.2688,True,0.0,,1.0,1.0,0.0,0.0,,,,4.2677353582226,4.2533587606334,,,4.0355,4.0067,4.0,4.0,Calorimeter Room,Single,R32,"Australia,New Zealand",118467,2024-01-16,,Approved,Reverse Cycle,810.0,Class 3,True,True,,True,True,True,,4.2847,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,AAC3586,,Variable output compressor,Inverter,,,,0.82,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2508,4.2855
